"r","gs_nonparam","gs_param","cc_nonparam","cc_param","ipw_nonparam_Yonly","ipw_param_Yonly","ipw_nonparam_Zonly","ipw_param_Zonly","ipw_nonparam_YZ_main","ipw_param_YZ_main","ipw_nonparam_YZ","ipw_param_YZ","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_var_R.s","smle_param_normci_lb_R.s","smle_param_normci_ub_R.s","smle_param_quantci_lb_R.s","smle_param_quantci_ub_R.s"
21,0.493650911880446,0.498393014448158,0.51573191205411,0.529947440011072,0.493652638660985,0.354685090272699,0.468418417522246,0.343406777352717,0.491175843951269,0.291196847239714,0.479880374268448,0.270699228181699,11.8984462078175,5.70574100245117,0.520463352710507,0.000510258896336913,0.476189087316625,0.564737618104389,0.475613179803489,0.561549421082291
22,0.511083760425334,0.510474130952959,0.527993925578743,0.536567421476922,0.494598833380875,0.407690036296142,0.472835096417041,0.529274235180639,0.500578949893769,0.497869550865037,0.499285807774976,0.496834524644497,12.4409115845415,6.21208337273278,0.500672974764032,0.00043795401609067,0.459655366981351,0.541690582546714,0.459634301918148,0.540213335082904
23,0.488536452194363,0.488849558061687,0.518171120874386,0.523864839523876,0.483668887671014,0.398756747129747,0.462799307543719,0.496965196197264,0.486900307034313,0.462419039859647,0.49174596377391,0.467545321482193,12.6779809955482,6.01664702421752,0.525425458018101,0.000435608947001023,0.484517814101601,0.5663331019346,0.483875678531049,0.568298877398708
24,0.51020423653734,0.507080265384442,0.545571574632473,0.539116567923819,0.527517635255254,0.413850526514334,0.505045767946925,0.456689439345736,0.528183017897843,0.424787176841194,0.512902036771934,0.406551896738797,11.2267562265666,6.01346530893916,0.464363063775347,0.000626609029360971,0.415300030367361,0.513426097183333,0.408988993129642,0.507294858909351
25,0.496187376425013,0.492188577226045,0.526889306465543,0.523793471866651,0.510628936975129,0.405583603598642,0.485859953693548,0.407491019572397,0.509061769523878,0.37760603340204,0.502282273418032,0.368542714990832,13.132672996223,5.99441233078885,0.543549715087486,0.00036900434046707,0.505899123135455,0.581200307039516,0.499360157142001,0.578599605196176
26,0.490957951154673,0.491905432234728,0.527180066089007,0.529041620767788,0.480032708251213,0.290052863400463,0.450802840353293,0.453991205188764,0.484535611622073,0.397555125157177,0.479638475284719,0.392267484298356,12.5045992156113,6.05840276477755,0.515506042191743,0.000435317457196357,0.474612087338177,0.55639999704531,0.474388029203356,0.548564207053656
27,0.479831619864403,0.480634185799571,0.499230755913302,0.502371148483998,0.462485489485197,0.314702822723884,0.434057037327538,0.42147814563249,0.465490575444814,0.380393550969145,0.480606803750167,0.398161491637343,12.2447967729236,5.67246077549782,0.536745208541058,0.000468788085966607,0.4943082398575,0.579182177224617,0.493172311811264,0.576611585507132
28,0.511737762930031,0.519381044851655,0.540470396949861,0.548538890659256,0.522825104130583,0.414930173894461,0.499436818104041,0.4267425845672,0.5213447130288,0.386050515016435,0.508025761405284,0.366993637943085,11.7882895723751,5.79571052131868,0.508350173641775,0.000534637351245874,0.463030610001487,0.553669737282063,0.461066197145679,0.549872865296213
29,0.494946514882574,0.505032225096435,0.545770761667904,0.545672537755897,0.505624855066254,0.36159420331859,0.47936541371281,0.508709929296502,0.511676476836597,0.471271179129531,0.513264134248354,0.472705322851208,11.6112456380691,5.93018012969982,0.489272700402024,0.000660545324561738,0.438898590793651,0.539646810010397,0.434699884551539,0.530739199299298
30,0.499886378967842,0.495878739755497,0.516447094718588,0.520032797857909,0.483255862513197,0.373174788776145,0.460993858733584,0.481884501637145,0.486892871209418,0.439198830830736,0.475091313158206,0.427391460853664,11.3144481225074,6.12967234987115,0.458243806193462,0.000541146628313503,0.412649191518819,0.503838420868104,0.415986175416869,0.504834631495305
31,0.488725198220252,0.498042779872321,0.518110198372431,0.525401980991061,0.499035640572349,0.374160796535678,0.475326113288579,0.37850156368082,0.497452062916586,0.341678797915995,0.486159407283608,0.326257026586019,11.3480759315622,5.76330505879689,0.492133724381635,0.00051576818719381,0.447621084964007,0.536646363799262,0.445284548775809,0.534659266265159
32,0.464813318936907,0.469826524284695,0.526251956266858,0.533556250795948,0.4992597166605,0.392539016198957,0.480259649186495,0.462694434193438,0.500805803548036,0.422444680236917,0.479158316932971,0.397772681614943,12.314398975808,6.05445428121907,0.508343501529127,0.000468122801945816,0.465936655903037,0.550750347155217,0.466927406828724,0.551751013674784
33,0.476396667492702,0.468923221235594,0.488534803887662,0.478507160303279,0.475629746443541,0.441864660801546,0.46682411498754,0.47218719974488,0.476867575160736,0.459977799752204,0.478688606499585,0.462117338997822,11.968783236515,6.09613109697245,0.490664090366843,0.000483959905862763,0.447545876415401,0.533782304318286,0.44587665371691,0.529611664576355
34,0.499899777385445,0.509019674784748,0.50692260494787,0.515532457347342,0.489443505228187,0.465220875902967,0.476773679972212,0.503727585041759,0.490840130430848,0.48534836297955,0.485001141717524,0.478864939175823,12.422204564534,5.91172839240824,0.524099900166953,0.000417328379898716,0.484059811453029,0.564139988880877,0.483534472150376,0.565400388978028
35,0.491687973511301,0.490698291754068,0.494515154527254,0.505877793699832,0.472488612816158,0.41530728842811,0.459277855373188,0.463041509534254,0.473818591728397,0.439397620969243,0.472097790978435,0.437510676037075,11.5128845233393,6.01125304253016,0.477867338081614,0.000587673435243245,0.430353063712426,0.525381612450801,0.432808708063142,0.526417644800754
36,0.508548887503203,0.506505572683309,0.503169295667822,0.508607083898031,0.474930954273558,0.401774277007274,0.459595904562348,0.501666464679033,0.480169668135297,0.484783671970496,0.510606313453066,0.513025421681649,11.6763005155422,5.73832183515689,0.50854966198252,0.000475787467685312,0.465797058133632,0.551302265831407,0.465967176704915,0.552878253582857
37,0.51890149791402,0.527305929035004,0.557130361164934,0.560797561150952,0.528233207078525,0.456593278104678,0.511387322782865,0.557851241420229,0.532917975838264,0.528200099794681,0.520059669791172,0.517537062624748,11.9899183098001,5.71733327699333,0.523154943239255,0.00044162898814017,0.481965600918221,0.564344285560288,0.486636238874515,0.565228289296139
38,0.49018026685661,0.483946357566787,0.507272986789431,0.505631769144705,0.497108525298826,0.425715258530105,0.482664600599643,0.407315780371697,0.495054167847562,0.389551090402869,0.495021248837598,0.389504610055552,11.7229140990832,5.97879377337755,0.489990822858189,0.000482997668335267,0.446915495318206,0.533066150398171,0.445344405103885,0.536551546996611
39,0.500715289679856,0.504541306956309,0.515054638740778,0.514058995987111,0.504913096957742,0.395313830972701,0.484490915199223,0.335105099171574,0.500590124327397,0.308341012204071,0.496326067978437,0.300467552561113,12.1947850570089,5.9137059698887,0.515062713918862,0.00048192425103147,0.472035278453074,0.558090149384649,0.466161734711612,0.55706150748145
40,0.528635028282137,0.523603165556778,0.521106450151934,0.519236290564032,0.509868859532388,0.393792132243655,0.492005326502577,0.325786925227635,0.505656542517667,0.302403307038807,0.51299166449908,0.315701914560756,12.1490117726841,5.84432619684117,0.518946371425733,0.00040560922362799,0.479472476336835,0.558420266514631,0.480234258932273,0.559603483926882
41,0.507094913023483,0.505943866414309,0.517411461490927,0.517904845690388,0.500054540408198,0.415882818123806,0.48606023398124,0.420328987617498,0.498958563427474,0.392937051212433,0.499909594955601,0.394376024296804,11.7994485380963,6.00510625580579,0.491068905769841,0.000517665847404098,0.446474454103881,0.5356633574358,0.445365150787015,0.533699847935955
42,0.492353136283736,0.49581068231591,0.506904796731604,0.50707190368697,0.493135447766907,0.450729291824489,0.480995959007428,0.465782718189709,0.492953818969926,0.447833404318507,0.495741936441641,0.451515283559122,12.4760510103922,5.92468420030975,0.525115423512245,0.000397557621025993,0.486035283326551,0.564195563697938,0.487002936884992,0.563122968500842
43,0.518408538020251,0.517817975196154,0.523712055376401,0.533215003089464,0.499161112314944,0.368019654874031,0.473875921209212,0.414703179716679,0.499395847774447,0.372602650430683,0.499201761366642,0.372361221651999,12.4997971024893,6.06568629190413,0.514737219958862,0.000498403413447778,0.470980317039425,0.558494122878298,0.464244390816428,0.557900383300215
44,0.539522675871969,0.543503452825019,0.548158620133968,0.547088736171943,0.521938053849865,0.432904870866238,0.503495097990154,0.495142673771154,0.523880430819397,0.466747498349032,0.532394289977555,0.47548927483856,12.7237857986409,5.9241861826263,0.534400666878634,0.000448064056838884,0.492912320554006,0.575889013203261,0.489831347145244,0.568198976317522
45,0.47397666806806,0.469614402522332,0.501548868029037,0.503819357179447,0.477988968030702,0.390612044608911,0.460798238919128,0.429730303653062,0.478301594101155,0.397094709039864,0.473118506798778,0.390261813087058,13.1581868376844,5.9936001332078,0.544496501900821,0.000400989219062388,0.505248060097992,0.58374494370365,0.502887832556738,0.581968185977825
46,0.473612627559052,0.479597065566928,0.459925007212821,0.464690260243838,0.438897641791642,0.308233157015739,0.416181758050404,0.247233088286177,0.435672376724452,0.208492776086448,0.461819154949108,0.266625323224921,11.9147643916221,5.97933939298431,0.498157143821601,0.00052438129292551,0.453274372350773,0.54303991529243,0.456469136747323,0.54651689517881
47,0.466607515546405,0.474044386658712,0.519382985368945,0.526887995354693,0.490692547955676,0.356903816773167,0.46710437263443,0.417565688720202,0.49117657714155,0.367623407998116,0.476316620170775,0.34881489779337,11.9950394802275,6.43813094768812,0.463267214893232,0.000510337628086256,0.418989533923514,0.507544895862951,0.412717532352905,0.505188181868972
48,0.536606327150005,0.534425256835753,0.567760322085754,0.568659526851742,0.546948131366553,0.421803801627145,0.523730660597371,0.477707148414882,0.548197050848102,0.442186513932782,0.5342085654021,0.427455402766964,12.013489571547,6.17952209178834,0.485618058351334,0.000488576086210492,0.442294694068465,0.528941422634204,0.442851964633858,0.525721043124662
49,0.525809267657864,0.51760963768973,0.548481934461763,0.541152700301817,0.548260061086251,0.457542673562951,0.535826113162224,0.362760982765069,0.542283097195678,0.352419408021703,0.542772158934899,0.353247352756159,11.8188228477584,5.80920460048672,0.508478579016142,0.00058290113015784,0.461157621908171,0.555799536124112,0.461616863793208,0.554263208914093
50,0.516943865324056,0.519728977968815,0.516906282951616,0.526618649426069,0.502268338090206,0.445990279482635,0.487036770370635,0.424896881999213,0.499987002657048,0.400279425115394,0.502840886141998,0.404342583723994,11.6364750119661,5.97993552665516,0.486104209349841,0.000521261905881506,0.441355134078564,0.530853284621117,0.442265792725372,0.528816532835525
1,0.487346749738486,0.494461323172447,0.523745259329693,0.529236050586554,0.494051541065755,0.382713588052401,0.471724049140996,0.446262440124286,0.495464263995914,0.4112636971052,0.493142933953457,0.408446981172591,12.9505091596137,6.12058987695956,0.527386158990051,0.000425397452830328,0.486960834565961,0.567811483414142,0.482168602347573,0.563917797539712
2,0.491714608480496,0.492138607551005,0.488481352852065,0.488870575412793,0.478018471173911,0.364147163957658,0.455310230597307,0.268409946647929,0.472520613210119,0.238978629553,0.483681733338076,0.262045645958885,11.7714881834404,5.94063815734724,0.495336692797748,0.000475497751590575,0.452597107370298,0.538076278225199,0.443638597229303,0.533787970150758
3,0.508568102544844,0.51112030408141,0.526504239328869,0.529549525966432,0.520641713930027,0.40538125240297,0.503529817355259,0.340826567105661,0.515910730625047,0.318035842931269,0.510362572416422,0.308387340155467,12.9725778544275,5.98662447978851,0.538516974269283,0.00041836800195054,0.498427043908989,0.578606904629577,0.498405221642807,0.579568818326821
4,0.481024807070389,0.485080046018313,0.530393058765455,0.530080491812956,0.506289204132237,0.313721413355876,0.477594133402365,0.324243060467505,0.504582363385716,0.270441951856817,0.495333942583296,0.255605219079047,12.5456250615628,5.69142448641372,0.54634189540296,0.000393133133248606,0.507479828490766,0.585203962315154,0.502853823365307,0.580816097090424
5,0.5378904879903,0.524100317091157,0.561580129937244,0.545016540444717,0.534916442115453,0.389802653133125,0.516081466004493,0.445451096689712,0.535844734161032,0.409325609861747,0.54028485459173,0.41431680065884,12.3537077295354,6.11770329499142,0.504788082337004,0.000526770134741401,0.45980319432311,0.549772970350897,0.457320733222427,0.550098448858459
6,0.481734137107148,0.478427846054215,0.516205581142734,0.504429763426313,0.488423209898102,0.398052793170205,0.471301970059752,0.477287162814319,0.491008627930571,0.447273590023659,0.492457457959801,0.448741417839239,11.6174593180746,5.76091246457002,0.504115976923878,0.000512147315372651,0.459759859795171,0.548472094052585,0.458092877427659,0.540701105768048
7,0.507314932535891,0.504235795866032,0.527727972322913,0.526543332224854,0.505127628575928,0.449891319065917,0.491055116637075,0.513094761075343,0.508004089275928,0.493280343177447,0.513984573443413,0.498833054700673,12.4903108567845,6.48290645918316,0.480965163035815,0.000507940127213478,0.43679160994459,0.52513871612704,0.430898927418722,0.5173038941621
8,0.50902012698669,0.505428529708803,0.524545062602614,0.527339073502182,0.495378548283152,0.415203231256336,0.476025816254066,0.509469556866071,0.499493023743007,0.481342081868143,0.499180000561041,0.481043481089706,11.6334441490727,6.22529352903198,0.464879579146114,0.00057881316755787,0.41772484805272,0.512034310239508,0.414599028346818,0.504919674755646
9,0.488248555037937,0.502638559152482,0.493817006749824,0.515327630096723,0.476309785588151,0.43378105927468,0.458564152626543,0.427997543744815,0.474783582404149,0.403241951920513,0.482846898499244,0.413974087576818,12.6952067285778,5.8488172037977,0.539289329520598,0.000366340255988772,0.501774895932891,0.576803763108305,0.50058701795808,0.57660544597761
10,0.459071536456992,0.459555176877079,0.510484913702162,0.51415470554506,0.48306697811015,0.365335211032477,0.462029627838892,0.39388377575237,0.482290238024872,0.34556906527813,0.466775333977423,0.322769232223505,12.2919115334293,6.00389270556109,0.511557442531797,0.000463703240019537,0.469351253804798,0.553763631258796,0.468145911940993,0.550907896744617
11,0.463984381249475,0.473300069758174,0.516472900269934,0.520457552754629,0.490650436573149,0.381822416849994,0.464959724465579,0.434669804066553,0.491243062612497,0.393583700508891,0.491045514031015,0.393343732471937,11.7967619821505,6.15815921721978,0.477978853304187,0.000602701083779986,0.429860909837646,0.526096796770727,0.430062337711316,0.52637801895923
12,0.49492416132883,0.506062298929917,0.519150496712506,0.52436956687658,0.497045611257032,0.373643881713433,0.473605408266158,0.398025085300113,0.496451058353759,0.36108158487134,0.489724637496705,0.351238884076147,11.7025687881138,5.99105457214029,0.488056453192964,0.000517668815155652,0.443461873698344,0.532651032687583,0.441484632214243,0.52984584133063
13,0.494093650546125,0.490483911324284,0.518745293855341,0.520346994760179,0.491093080391522,0.37132867826966,0.468026513293132,0.424760512573052,0.491524973311597,0.380413000259339,0.480496778001142,0.366748733480905,11.5897019250429,6.13380930843491,0.470753488907161,0.000589833609568309,0.423151967980644,0.518355009833678,0.420488580095839,0.514673173433114
14,0.457677235800501,0.460716404912074,0.467518339864886,0.460887468174057,0.445936122425373,0.385184314157973,0.432919443233362,0.437205296417902,0.447321510115857,0.412754316797356,0.456830461731149,0.424405561282018,11.9777025170388,5.8395489859452,0.512465017590961,0.000423116824145189,0.472148202344266,0.552781832837656,0.468538533096589,0.548810428900373
15,0.487342933077888,0.486828709768094,0.533126078419385,0.532997491584533,0.507883417215491,0.405630410076151,0.486352244713637,0.459631109003759,0.508486293066936,0.417865505211172,0.492729874351788,0.397848154608699,11.4991415857017,5.86358886565063,0.490084644845007,0.000586205102937001,0.442629766028991,0.537539523661024,0.438073053233873,0.535688405857891
16,0.48045963964713,0.480922378334366,0.485059074622587,0.481945126709921,0.487568903980713,0.391947732841497,0.473581478104189,0.201062063592987,0.47900531816376,0.188683092118563,0.485141202046095,0.203385661370514,11.9164701050732,5.8162210846312,0.511917452622561,0.000493429748553083,0.468379426461038,0.555455478784085,0.471412882189007,0.555751866849576
17,0.489356854363251,0.491011134229634,0.516668983077808,0.521303573469276,0.491888542927628,0.394209309783391,0.471454820725429,0.435786374726138,0.492461189614104,0.405595308829353,0.496624417058661,0.410883530903116,12.2280773008657,6.43019715783416,0.474144871706124,0.000473095655837344,0.431513377814111,0.516776365598137,0.427514994196102,0.51476973594884
18,0.483148663449857,0.4980027893684,0.504885407773557,0.518764092560217,0.484498671849197,0.315479872023788,0.457076613329284,0.269523240800984,0.480574133706151,0.210905839752321,0.46863787101606,0.190238273536185,11.84470832752,6.04982507686669,0.489238155167527,0.000502957302208294,0.445281804407217,0.533194505927836,0.442645978142108,0.530245116258797
19,0.495578246226466,0.496599198956884,0.54012846746821,0.547021265930625,0.503882748907666,0.413553527333969,0.483036612215689,0.547675969229686,0.511066762432047,0.516766801019176,0.506378718097089,0.512966556928676,11.7326662321018,6.18858640839146,0.472533669162185,0.000599887931974117,0.424528154067857,0.520539184256513,0.423679230557999,0.513286687653304
20,0.506441510474905,0.50629091829609,0.521460181180167,0.522453169177206,0.502344975279692,0.396914397013769,0.486102050864727,0.414229947556345,0.501676346724649,0.383761753806557,0.492174571936008,0.370181854572333,12.3476804435927,5.9715979643821,0.51637896755898,0.000459985922328392,0.474342294055755,0.558415641062205,0.471808092299555,0.55454058642153
21,0.500316245248651,0.504570229191026,0.529405167402462,0.537709370278389,0.504252426460799,0.408667124601774,0.482495625843528,0.480680122788373,0.506841997552425,0.449368308055106,0.496867828528331,0.438405748677025,11.5445661272816,6.0909388368012,0.472397769682539,0.000597031185815227,0.424506695321779,0.520288844043298,0.429141832897037,0.521514308495174
22,0.52113361923164,0.509639133999503,0.556720738677895,0.544168785890839,0.520837917555682,0.450186349368439,0.506334680571261,0.581884439600149,0.527670557111254,0.55535543836374,0.527908334846739,0.555537991361405,11.8851584652197,6.25862777264234,0.4734081341063,0.00048739135336378,0.430137328439172,0.516678939773427,0.431883159058741,0.519626333596511
23,0.509964079193442,0.508643698251178,0.520070884771666,0.514074451592553,0.499766436020431,0.367090044871415,0.479812302391326,0.3466939207995,0.497453114479362,0.311065953597118,0.500660720890385,0.31693141512611,12.1055433481167,5.96866498753738,0.506947782854706,0.000485261823422086,0.463771610944053,0.55012395476536,0.463284563277633,0.546283908901533
24,0.473251099499522,0.477868092527984,0.495183418148298,0.50060525954084,0.470345524983123,0.390587799938968,0.450858640177447,0.431412283868739,0.470460340539105,0.392934263254352,0.458755233647344,0.37676312000348,12.2355717312198,6.05549709679553,0.505090793481715,0.000432451468239744,0.464331677196032,0.545849909767397,0.464467933164079,0.544460864256825
25,0.512830033985219,0.509228350706132,0.525318903595575,0.53051068168527,0.486174436615541,0.312483502444347,0.457848840455405,0.433805717383315,0.48933388953204,0.385660632779188,0.490013878247745,0.386453890361237,11.7252872622761,5.92992040719428,0.494262249226703,0.000469398619426511,0.451797655311432,0.536726843141974,0.446694315783014,0.53468003138553
26,0.49699428563081,0.504528442493395,0.507216243370432,0.514022633457323,0.485423415263611,0.367871648835659,0.461573814295013,0.408275000519623,0.485772056407427,0.374367253730291,0.480775777907399,0.368134412255898,12.2510032392303,6.00153548690482,0.510118855598158,0.000401715239634949,0.470834898763572,0.549402812432744,0.466973002038241,0.546523736436868
27,0.506604807465028,0.505246049435782,0.506247378449622,0.508139432338962,0.485707134974244,0.366512913464658,0.468222903114492,0.32740224181566,0.483047325037808,0.295744964261263,0.497041762044279,0.322197343432112,12.4782173721058,6.16075513017663,0.506279226714822,0.000449278761153096,0.464734680877303,0.547823772552342,0.457472745840985,0.541778701749748
28,0.467094075337112,0.466699613166762,0.465164054634942,0.480164250464903,0.449679947266325,0.333468952717583,0.429154800931329,0.237373041940618,0.444934465158132,0.200802593369383,0.450332801058682,0.212192598797681,12.7024031724568,5.96108408675796,0.530712101810496,0.000545031795132248,0.48495410639789,0.576470097223102,0.478448682453626,0.571444382948705
29,0.509733334779127,0.516196812547435,0.529253084606068,0.540517208931948,0.500277052094144,0.397228586384609,0.482053730352248,0.458498880047814,0.501797455079476,0.427336949570341,0.506767034808512,0.433040039255222,12.0569131148767,6.02954596499918,0.499909644570677,0.000494463231110475,0.456326047327746,0.543493241813607,0.455056828615267,0.542992399659524
30,0.474790235565027,0.478267117410419,0.465435606125097,0.470954085247171,0.465890407056549,0.436806885860893,0.458491779770315,0.366994849888772,0.461345040232975,0.361931817724795,0.447550261744317,0.339183521585867,12.0331662253305,6.02124302261166,0.499612744488096,0.000432275880536139,0.458861903727842,0.540363585248351,0.459611137089843,0.540623138000333
31,0.52805409509349,0.517450402915937,0.550784027676888,0.541162214735899,0.539283202614278,0.428213819415366,0.52128755320719,0.41756805687937,0.537036280418297,0.387918621635868,0.523107198804865,0.368256011680521,11.220043366619,6.06819489823363,0.459164755433367,0.000641851465739698,0.409508571621221,0.508820939245513,0.411823076842945,0.505360169011279
32,0.477994276660817,0.475364952481851,0.48538159978079,0.489153359952668,0.463848995517466,0.360224493195038,0.446431494496514,0.368998956718484,0.462871391663567,0.337779141808495,0.478759272432314,0.361816577124633,12.0062073075601,6.1159365395352,0.490602120814281,0.000461176994364721,0.44851105832411,0.532693183304453,0.451563181961604,0.535959654703252
33,0.4992401936068,0.499342555059786,0.553633474014575,0.551093716748969,0.536779800429081,0.387738801185656,0.51040052604594,0.35662409692892,0.533468810877071,0.302858956297258,0.521269726442291,0.281948908463429,11.6218490175708,6.01561649441847,0.482387313298975,0.000697517541076444,0.430622620835876,0.534152005762075,0.425822021092259,0.528305350227355
